msci_index,last,day,previous_price
USA,39786.893,0.0102,39385.16432389626
CANADA,24608.152,0.018600000000000002,24158.7983506774
SWITZERLAND,45483.826,0.0060999999999999995,45208.05685319551
UNITED KINGDOM,22974.118,0.006999999999999999,22814.417080436942
JAPAN,23364.485,0.025099999999999997,22792.39586381817
PACIFIC ex JAPAN,19798.927,0.0074,19653.491165376214
GERMANY,19136.835,0.0078000000000000005,18988.72296090494
NORDIC COUNTRIES,66627.613,0.008199999999999999,66085.71017655227
FRANCE,20424.55,0.0019,20385.81694779918
ITALY,4215.063,0.0095,4175.396731054978
SPAIN,16094.504,0.0125,15895.806419753088
EUROPE,24301.198,0.006,24156.260437375746
WORLD,28719.332,0.0106,28418.100138531565
EM (EMERGING MARKETS),1041.316,0.0006,1040.6915850489706
WORLD SMALL CAP,1101.831,0.0091,1091.8947577048853
WORLD ENHANCED VALUE,4045.815,0.0125,3995.866666666667
WORLD MOMENTUM,7663.852,0.008,7603.027777777777
WORLD SECTOR NEUTRAL QUALITY,4510.511,0.0088,4471.164750198256
EUROPE SECTOR NEUTRAL QUALITY,2717.817,0.005600000000000001,2702.681980906921
USA SECTOR NEUTRAL QUALITY,12571.115,0.0086,12463.925242910966
WORLD MINIMUM VOLATILITY (GBP),6722.045,0.006999999999999999,6675.317775571004
