Date,Index price,ETF price,indicator,signal,raw weight,vol scale,final weight,position,delta position,NAV,drawdown
2026-05-14,24456.26,37445.00,-0.49,6,1.00,0.52,0.52,0.56,0.00,8.62,-1.1%
2026-05-15,23950.57,36967.50,-0.78,5,1.00,0.49,0.49,0.56,0.00,8.56,-1.8%
2026-05-18,24307.92,37257.50,-0.36,5,1.00,0.55,0.55,0.56,0.00,8.60,-1.3%
2026-05-19,24400.65,37402.50,-0.22,5,1.00,0.79,0.79,0.56,0.00,8.62,-1.1%
2026-05-20,24737.24,37822.50,0.11,5,1.00,1.00,1.00,1.00,0.44,8.67,-0.5%
2026-05-21,24606.77,37625.00,0.07,5,1.00,0.86,0.86,1.00,0.00,8.62,-1.0%
2026-05-22,24888.56,38072.50,0.29,5,1.00,0.74,0.74,1.00,0.00,8.73,0.0%
2026-05-26,25184.89,38530.00,0.52,5,1.00,0.84,0.84,1.00,0.00,8.83,0.0%
2026-05-27,25177.80,38630.00,0.61,5,1.00,1.00,1.00,1.00,0.00,8.85,0.0%
2026-05-28,25092.25,38482.50,0.46,5,1.00,1.00,1.00,1.00,0.00,8.82,-0.4%
2026-05-29,25104.70,38495.00,0.36,5,1.00,1.00,1.00,1.00,0.00,8.82,-0.3%
2026-06-01,25003.04,38175.00,-0.00,5,1.00,1.00,1.00,1.00,0.00,8.75,-1.2%
2026-06-02,25124.17,38350.00,-0.13,5,1.00,1.00,1.00,1.00,0.00,8.79,-0.7%
2026-06-03,24795.94,37905.00,-0.46,5,1.00,1.00,1.00,1.00,0.00,8.69,-1.9%
2026-06-04,24944.95,38112.50,-0.44,5,1.00,0.91,0.91,1.00,0.00,8.74,-1.3%
2026-06-05,24759.05,37797.50,-0.29,5,1.00,1.00,1.00,1.00,0.00,8.66,-2.2%
2026-06-08,24616.22,37680.00,-0.50,5,1.00,1.00,1.00,1.00,0.00,8.64,-2.5%
2026-06-09,24433.06,37260.00,-0.40,5,1.00,1.00,1.00,1.00,0.00,8.54,-3.5%
2026-06-10,24195.31,36927.50,-0.47,5,1.00,1.00,1.00,1.00,0.00,8.46,-4.4%
2026-06-11,24209.71,36970.00,-0.42,5,1.00,1.00,1.00,1.00,0.00,8.47,-4.3%
2026-06-12,24635.30,37550.00,-0.04,5,1.00,0.59,0.59,1.00,0.00,8.61,-2.8%
2026-06-15,24894.01,38020.00,0.25,5,1.00,1.00,1.00,1.00,0.00,8.71,-1.6%
2026-06-16,24910.41,38067.50,0.30,5,1.00,0.96,0.96,1.00,0.00,8.73,-1.5%
2026-06-17,24934.67,38137.50,0.38,5,1.00,1.00,1.00,1.00,0.00,8.74,-1.3%
