Date,Index price,ETF price,indicator,signal,raw weight,vol scale,final weight,position,delta position,NAV,drawdown
2026-04-15,10559.58,1035.80,0.57,4,0.92,1.00,0.92,1.00,0.00,11.83,-0.4%
2026-04-16,10589.99,1038.40,0.68,4,0.92,1.00,0.92,1.00,0.00,11.86,-0.2%
2026-04-17,10667.63,1045.80,1.06,2,0.00,1.00,0.00,0.00,-1.00,11.94,0.0%
2026-04-20,10609.08,1040.00,0.78,2,0.00,1.00,0.00,0.00,0.00,11.94,0.0%
2026-04-21,10498.09,1029.20,0.54,2,0.00,1.00,0.00,0.00,0.00,11.94,0.0%
2026-04-22,10476.46,1027.60,0.37,2,0.00,1.00,0.00,0.00,0.00,11.94,0.0%
2026-04-23,10457.01,1026.00,0.14,2,0.00,1.00,0.00,0.00,0.00,11.94,0.0%
2026-04-24,10379.08,1019.00,-0.15,4,0.92,1.00,0.92,0.92,0.92,11.94,0.0%
2026-04-27,10321.09,1013.20,-0.44,4,0.92,1.00,0.92,0.92,0.00,11.88,-0.5%
2026-04-28,10332.80,1013.60,-0.64,4,0.92,1.00,0.92,0.92,0.00,11.89,-0.5%
2026-04-29,10213.10,1002.20,-1.06,4,0.92,1.00,0.92,0.92,0.00,11.76,-1.5%
2026-04-30,10378.80,1017.80,-0.76,4,0.92,1.00,0.92,0.92,0.00,11.93,-0.1%
2026-05-01,10363.90,1017.20,-0.51,3,0.02,1.00,0.02,0.02,-0.90,11.92,-0.2%
2026-05-05,10219.10,1003.40,-0.69,3,0.02,1.00,0.02,0.02,0.00,11.92,-0.2%
2026-05-06,10438.70,1024.20,-0.19,3,0.02,0.78,0.02,0.02,0.00,11.93,-0.1%
2026-05-07,10277.00,1009.40,-0.41,3,0.02,0.76,0.02,0.02,0.00,11.92,-0.2%
2026-05-08,10233.10,1005.00,-0.62,3,0.02,0.87,0.02,0.02,0.00,11.92,-0.2%
2026-05-11,10269.40,1008.20,-0.72,3,0.02,0.87,0.02,0.02,0.00,11.92,-0.2%
2026-05-12,10265.30,1007.60,-1.01,3,0.02,1.00,0.02,0.02,0.00,11.92,-0.2%
