Date,Index price,ETF price,indicator,signal,raw weight,vol scale,final weight,position,delta position,NAV,drawdown
2025-12-19,8151.39,7044.50,0.72,5,1.00,1.00,1.00,1.00,0.00,2.47,-3.8%
2025-12-22,8121.08,6992.50,0.60,5,1.00,0.79,0.79,1.00,0.00,2.45,-4.5%
2025-12-23,8103.86,6959.00,0.27,5,1.00,1.00,1.00,1.00,0.00,2.44,-5.0%
2025-12-24,8103.58,6964.50,0.21,5,1.00,1.00,1.00,1.00,0.00,2.44,-4.9%
2025-12-29,8112.03,6961.00,0.27,5,1.00,1.00,1.00,1.00,0.00,2.44,-5.0%
2025-12-30,8168.16,7026.50,0.67,5,1.00,1.00,1.00,1.00,0.00,2.46,-4.1%
2025-12-31,8149.50,6988.00,0.50,5,1.00,0.73,0.73,1.00,0.00,2.45,-4.6%
2026-01-02,8195.22,7020.00,0.52,5,1.00,0.76,0.76,1.00,0.00,2.46,-4.2%
2026-01-05,8211.51,7010.50,0.52,5,1.00,1.00,1.00,1.00,0.00,2.46,-4.3%
2026-01-06,8237.44,7030.50,0.41,5,1.00,1.00,1.00,1.00,0.00,2.47,-4.0%
2026-01-07,8233.93,7041.00,0.39,5,1.00,1.00,1.00,1.00,0.00,2.47,-3.9%
2026-01-08,8243.48,7043.00,0.49,5,1.00,1.00,1.00,1.00,0.00,2.47,-3.9%
2026-01-12,8358.77,7130.50,0.56,3,0.18,0.72,0.13,0.13,-0.87,2.50,-2.7%
2026-01-13,8347.21,7119.00,0.45,3,0.18,0.63,0.11,0.13,0.00,2.50,-2.7%
2026-01-14,8330.98,7119.50,0.43,3,0.18,0.62,0.11,0.13,0.00,2.50,-2.7%
2026-01-15,8313.13,7108.00,0.42,3,0.18,1.00,0.18,0.13,0.00,2.50,-2.7%
2026-01-16,8258.95,7037.50,0.10,3,0.18,0.91,0.16,0.13,0.00,2.50,-2.8%
2026-01-19,8112.03,6926.00,-0.36,3,0.18,0.70,0.13,0.13,0.00,2.49,-3.0%
2026-01-20,8062.58,6918.00,-0.76,3,0.18,0.67,0.12,0.13,0.00,2.49,-3.0%
2026-01-21,8069.18,6928.00,-0.76,3,0.18,0.54,0.10,0.13,0.00,2.49,-3.0%
2026-01-22,8148.90,6989.00,-0.40,3,0.18,1.00,0.18,0.13,0.00,2.49,-2.9%
2026-01-23,8143.06,6942.50,-0.43,3,0.18,0.70,0.13,0.13,0.00,2.49,-3.0%
2026-01-26,8131.16,6948.00,-0.37,5,1.00,0.72,0.72,0.72,0.59,2.49,-3.0%
2026-01-27,8152.83,6987.00,-0.22,5,1.00,0.91,0.91,0.72,0.00,2.50,-2.6%
2026-01-28,8066.69,6894.00,-0.10,5,1.00,0.60,0.60,0.72,0.00,2.48,-3.5%
2026-01-29,8071.37,6887.50,-0.26,5,1.00,0.64,0.64,0.72,0.00,2.48,-3.6%
2026-01-30,8126.52,6925.50,0.03,5,1.00,0.67,0.67,0.72,0.00,2.49,-3.2%
2026-02-02,8181.18,6970.00,0.32,5,1.00,1.00,1.00,1.00,0.28,2.50,-2.8%
2026-02-03,8179.51,6944.00,0.47,5,1.00,1.00,1.00,1.00,0.00,2.49,-3.1%
2026-02-04,8262.17,7039.00,0.66,5,1.00,0.67,0.67,1.00,0.00,2.52,-1.8%
2026-02-05,8238.18,7058.00,0.55,5,1.00,0.64,0.64,1.00,0.00,2.53,-1.5%
2026-02-06,8273.85,7077.00,0.55,5,1.00,0.91,0.91,1.00,0.00,2.54,-1.3%
2026-02-09,8323.28,7129.00,0.65,5,1.00,1.00,1.00,1.00,0.00,2.56,-0.5%
2026-02-10,8327.89,7150.00,0.67,5,1.00,1.00,1.00,1.00,0.00,2.56,-0.2%
2026-02-11,8313.25,7124.00,0.60,5,1.00,0.98,0.98,1.00,0.00,2.55,-0.6%
2026-02-12,8340.57,7149.50,0.63,5,1.00,1.00,1.00,1.00,0.00,2.56,-0.3%
2026-02-13,8311.75,7126.00,0.60,5,1.00,1.00,1.00,1.00,0.00,2.55,-0.6%
2026-02-16,8316.51,7129.50,0.61,5,1.00,1.00,1.00,1.00,0.00,2.56,-0.5%
2026-02-17,8361.47,7203.00,0.65,5,1.00,0.72,0.72,1.00,0.00,2.58,0.0%
2026-02-18,8429.04,7246.50,0.76,5,1.00,1.00,1.00,1.00,0.00,2.60,0.0%
2026-02-19,8398.79,7223.50,0.66,5,1.00,0.75,0.75,1.00,0.00,2.59,-0.3%
2026-02-20,8515.50,7318.50,0.94,3,0.18,0.66,0.12,0.12,-0.88,2.62,0.0%
