msci_index,last,day,previous_price
USA,38794.771,0.0032,38671.02372408293
CANADA,23198.95,-0.0031,23271.090380178553
SWITZERLAND,45801.761,0.014499999999999999,45147.12764908822
UNITED KINGDOM,21981.794,0.002,21937.918163672657
JAPAN,22662.169,-0.005,22776.049246231156
PACIFIC ex JAPAN,18617.112,0.0038,18546.634787806335
GERMANY,18193.231,-0.0063,18308.575022642646
NORDIC COUNTRIES,63733.983,0.0,63733.983
FRANCE,20684.301,0.0060999999999999995,20558.8917602624
ITALY,4105.926,-0.0066,4133.205154016509
SPAIN,15325.942,-0.0053,15407.602292148385
EUROPE,23817.392,0.0015,23781.719420868696
WORLD,27960.869,0.0023,27896.706574877782
EM (EMERGING MARKETS),1082.764,0.0023,1080.2793574778009
WORLD SMALL CAP,1099.827,0.0051,1094.2463436473981
WORLD ENHANCED VALUE,3936.874,-0.0011,3941.2093302632893
WORLD MOMENTUM,8201.161,-0.0022,8219.243335337744
WORLD SECTOR NEUTRAL QUALITY,4399.632,0.0039000000000000003,4382.540093634823
EUROPE SECTOR NEUTRAL QUALITY,2674.096,0.0034000000000000002,2665.034881403229
USA SECTOR NEUTRAL QUALITY,12333.823,0.0054,12267.578078376764
WORLD MINIMUM VOLATILITY (GBP),6434.662,0.005699999999999999,6398.192303867952
