msci_index,last,day,previous_price
USA,38496.27,-0.0066,38752.0334205758
CANADA,23535.103,0.0027,23471.729330806822
SWITZERLAND,45731.142,0.010700000000000001,45246.99910952805
UNITED KINGDOM,22329.683,0.0036,22249.584495815066
JAPAN,21498.745,-0.0276,22108.952077334427
PACIFIC ex JAPAN,18819.367,-0.0029,18874.10189549694
GERMANY,18043.185,-0.0,18043.185
NORDIC COUNTRIES,64099.919,0.0012,64023.091290451455
FRANCE,20348.393,-0.0011,20370.800880969065
ITALY,4104.777,-0.0045000000000000005,4123.331993972878
SPAIN,15173.453,-0.0021,15205.384307044793
EUROPE,23719.948,-0.0003,23727.066119835952
WORLD,27722.495,-0.0064,27901.06179549114
EM (EMERGING MARKETS),993.969,-0.022799999999999997,1017.1602537863283
WORLD SMALL CAP,1069.966,-0.0052,1075.5589063128266
WORLD ENHANCED VALUE,3755.178,-0.0037,3769.123757904246
WORLD MOMENTUM,7533.212,-0.0060999999999999995,7579.446624408894
WORLD SECTOR NEUTRAL QUALITY,4417.891,-0.0078000000000000005,4452.621447288853
EUROPE SECTOR NEUTRAL QUALITY,2679.7,0.0013,2676.2209128133422
USA SECTOR NEUTRAL QUALITY,12327.218,-0.0095,12445.449772842
WORLD MINIMUM VOLATILITY (GBP),6435.96,0.0003,6434.029791062681
