msci_index,last,day,previous_price
USA,37453.29,0.012,37009.17984189723
CANADA,22691.011,0.0067,22539.99304658786
SWITZERLAND,43418.655,0.0189,42613.26430464227
UNITED KINGDOM,21882.167,0.0212,21427.895613004308
JAPAN,21038.978,0.006,20913.49701789264
PACIFIC ex JAPAN,18786.768,0.018799999999999997,18440.094228504124
GERMANY,18446.727,0.0197,18090.347160929683
NORDIC COUNTRIES,64556.678,0.018500000000000003,63384.072655866476
FRANCE,20302.227,0.0308,19695.602444703145
ITALY,3946.32,0.024900000000000002,3850.4439457508056
SPAIN,14251.403,0.0252,13901.09539602029
EUROPE,23186.07,0.024399999999999998,22633.805154236627
WORLD,27019.997,0.013600000000000001,26657.455603788476
EM (EMERGING MARKETS),1024.049,0.0281,996.0597218169438
WORLD SMALL CAP,1053.578,0.011399999999999999,1041.7025904686573
WORLD ENHANCED VALUE,3538.171,0.015,3485.88275862069
WORLD MOMENTUM,7446.877,0.02,7300.8598039215685
WORLD SECTOR NEUTRAL QUALITY,4235.307,0.0127,4182.193147032685
WORLD MINIMUM VOLATILITY (GBP),6250.698,0.0003,6248.823352994103
