"date","index_id","index_name","price","change","change_percent","open","prev_close","day_high","day_low","week52_high","week52_low","is_open","last_update","total_members","members_up","members_down","members_unchanged"
"2026-08-06","UKX:IND","FTSE 100 INDEX","10867.89","-20.41","-0.1874489","10888.45","10888.3","10944.75","10865.32","10989.45","","FALSE","","100","50","48",""
