"date","index_id","index_name","price","change","change_percent","open","prev_close","day_high","day_low","week52_high","week52_low","is_open","last_update","total_members","members_up","members_down","members_unchanged"
"2026-09-24","UKX:IND","FTSE 100 INDEX","10679.99","-25.27","-0.2360522","10705.47","10705.26","10741.11","10666.91","10989.45","9177.09","FALSE","2026-09-24T15:35:30.000Z","100","34","63",""
