"date","index_id","index_name","price","change","change_percent","open","prev_close","day_high","day_low","week52_high","week52_low","is_open","last_update","total_members","members_up","members_down","members_unchanged"
"2026-07-14","UKX:IND","FTSE 100 INDEX","10529.39","31.1","0.2962387","10498.7","10498.29","10552.56","10422.98","10934.94","8926.55","FALSE","2026-07-14T15:35:30.000Z","100","54","45",""
