"date","index_id","index_name","price","change","change_percent","open","prev_close","day_high","day_low","week52_high","week52_low","is_open","last_update","total_members","members_up","members_down","members_unchanged"
"2026-08-10","UKX:IND","FTSE 100 INDEX","10862.5","-38.59","-0.3540013","10901.09","10901.09","10910.87","10829","10989.45","9093.1796875","FALSE","2026-08-10T15:35:29.000Z","100","31","66",""
