"date","index_id","index_name","price","change","change_percent","open","prev_close","day_high","day_low","week52_high","week52_low","is_open","last_update","total_members","members_up","members_down","members_unchanged"
"2026-07-29","UKX:IND","FTSE 100 INDEX","10908.41","37.39","0.343942","10871.16","10871.02","10951.06","10864.11","10951.06","9027.94","FALSE","2026-07-29T15:35:29.000Z","100","36","63",""
