"date","index_id","index_name","price","change","change_percent","open","prev_close","day_high","day_low","week52_high","week52_low","is_open","last_update","total_members","members_up","members_down","members_unchanged"
"2026-09-17","UKX:IND","FTSE 100 INDEX","10816.14","127.67","1.194465","10689.27","10688.47","10823","10688.91","10989.45","9177.09","FALSE","2026-09-17T15:35:29.000Z","100","82","17",""
