"date","index_id","index_name","price","change","change_percent","open","prev_close","day_high","day_low","week52_high","week52_low","is_open","last_update","total_members","members_up","members_down","members_unchanged"
"2026-08-26","UKX:IND","FTSE 100 INDEX","10878.12","-8.04","-0.07385524","10886.2","10886.16","10920.48","10855.62","10989.45","9107.4","FALSE","2026-08-26T15:35:29.000Z","100","58","39",""
