"date","index_id","index_name","price","change","change_percent","open","prev_close","day_high","day_low","week52_high","week52_low","is_open","last_update","total_members","members_up","members_down","members_unchanged"
"2026-07-07","UKX:IND","FTSE 100 INDEX","10665.88","14.11","0.1324662","10651.3","10651.77","10747.01","10651.17","10934.94","8798.66015625","FALSE","2026-07-07T15:35:30.000Z","100","50","48",""
