"date","index_id","index_name","price","change","change_percent","open","prev_close","day_high","day_low","week52_high","week52_low","is_open","last_update","total_members","members_up","members_down","members_unchanged"
"2026-08-13","UKX:IND","FTSE 100 INDEX","10772.67","-60.48","-0.5582864","10833.58","10833.15","10837.02","10756.38","10989.45","9107.4","FALSE","2026-08-13T15:35:29.000Z","100","53","45",""
