"date","index_id","index_name","price","change","change_percent","open","prev_close","day_high","day_low","week52_high","week52_low","is_open","last_update","total_members","members_up","members_down","members_unchanged"
"2026-09-07","UKX:IND","FTSE 100 INDEX","10822.13","-8.96","-0.08272482","10830.97","10831.09","10868.27","10794.17","10989.45","9177.09","FALSE","2026-09-07T15:35:29.000Z","100","30","67",""
