"date","index_id","index_name","price","change","change_percent","open","prev_close","day_high","day_low","week52_high","week52_low","is_open","last_update","total_members","members_up","members_down","members_unchanged"
"2026-08-19","UKX:IND","FTSE 100 INDEX","10743.35","15.31","0.1427101","10727.84","10728.04","10765.96","10701.11","10989.45","9107.4","FALSE","2026-08-19T15:35:30.000Z","100","48","49",""
