"date","index_id","index_name","price","change","change_percent","open","prev_close","day_high","day_low","week52_high","week52_low","is_open","last_update","total_members","members_up","members_down","members_unchanged"
"2026-07-13","UKX:IND","FTSE 100 INDEX","10498.29","1","0.009526268","10498.05","10497.29","10532.1","10465","10934.94","8926.55","FALSE","2026-07-13T15:35:30.000Z","100","48","50",""
