"date","index_id","index_name","price","change","change_percent","open","prev_close","day_high","day_low","week52_high","week52_low","is_open","last_update","total_members","members_up","members_down","members_unchanged"
"2026-09-04","UKX:IND","FTSE 100 INDEX","10831.09","-0.43","-0.003969895","10831.45","10831.52","10843.12","10791.43","10989.45","9155.5","FALSE","2026-09-04T15:35:30.000Z","100","54","40",""
