"date","index_id","index_name","price","change","change_percent","open","prev_close","day_high","day_low","week52_high","week52_low","is_open","last_update","total_members","members_up","members_down","members_unchanged"
"2026-09-02","UKX:IND","FTSE 100 INDEX","10756.45","-32.83","-0.3042835","10789.94","10789.28","10800.83","10713.09","10989.45","9107.4","FALSE","2026-09-02T15:35:29.000Z","100","25","73",""
