msci_index,last,day,previous_price
USA,39661.76,-0.0031,39785.09379075133
CANADA,24441.68,-0.0068000000000000005,24609.021345147
SWITZERLAND,45362.564,-0.0027,45485.37451118018
UNITED KINGDOM,22969.266,-0.0002,22973.86077215443
JAPAN,23310.983,-0.0023,23364.72186027864
PACIFIC ex JAPAN,19850.629,0.0026,19799.15120686216
GERMANY,19155.674,0.001,19136.537462537464
NORDIC COUNTRIES,66576.724,-0.0008,66630.02802241794
FRANCE,20404.32,-0.001,20424.744744744745
ITALY,4199.363,-0.0037,4214.958345879755
SPAIN,16118.902,0.0015,16094.759860209684
EUROPE,24327.257,0.0011,24300.526420936967
WORLD,28650.412,-0.0024,28719.338412189252
EM (EMERGING MARKETS),1055.756,0.0139,1041.2821777295592
WORLD SMALL CAP,1102.738,0.0008,1101.8565147881695
WORLD ENHANCED VALUE,4066.236,0.005,4046.005970149254
WORLD MOMENTUM,7760.171,0.0126,7663.609520047404
WORLD SECTOR NEUTRAL QUALITY,4497.581,-0.0029,4510.661919566744
EUROPE SECTOR NEUTRAL QUALITY,2715.504,-0.0009,2717.9501551396256
USA SECTOR NEUTRAL QUALITY,12526.163,-0.0036,12571.420112404658
WORLD MINIMUM VOLATILITY (GBP),6674.87,-0.006999999999999999,6721.923464249749
