msci_index,last,day,previous_price
USA,39177.423,0.0023,39087.5217000898
CANADA,23304.338,0.0042,23206.869149571798
SWITZERLAND,45483.83,-0.0017000000000000001,45561.28418311129
UNITED KINGDOM,22095.262,0.0027,22035.76543333001
JAPAN,22472.378,0.0067,22322.815138571572
PACIFIC ex JAPAN,18693.547,0.006,18582.054671968188
GERMANY,18216.671,-0.0040999999999999995,18291.666834019477
NORDIC COUNTRIES,64211.892,-0.0039000000000000003,64463.29886557574
FRANCE,20376.204,-0.001,20396.600600600603
ITALY,4139.583,0.0028000000000000004,4128.024531312325
SPAIN,15309.91,0.0012,15291.560127846582
EUROPE,23762.394,-0.002,23810.014028056114
WORLD,28140.004,0.0021,28081.033828959185
EM (EMERGING MARKETS),1039.181,0.0076,1031.3427947598252
WORLD SMALL CAP,1086.829,-0.0014000000000000002,1088.3526937712797
WORLD ENHANCED VALUE,3871.149,0.0003,3869.9880035989204
WORLD MOMENTUM,7929.577,0.0008,7923.238409272582
WORLD SECTOR NEUTRAL QUALITY,4452.395,0.0032,4438.192783094099
EUROPE SECTOR NEUTRAL QUALITY,2679.586,-0.0031,2687.9185474972414
USA SECTOR NEUTRAL QUALITY,12459.059,0.0038,12411.893803546522
WORLD MINIMUM VOLATILITY (GBP),6468.666,0.0002,6467.372525494901
