msci_index,last,day,previous_price
USA,38072.137,0.0067,37818.75136584882
CANADA,22651.111,-0.0073,22817.680064470635
SWITZERLAND,43227.584,0.0049,43016.80167180815
UNITED KINGDOM,21699.973,0.0069,21551.269242228627
JAPAN,22060.693,0.0113,21814.192623356073
PACIFIC ex JAPAN,18725.726,-0.0003,18731.345403621086
GERMANY,17968.923,0.006,17861.752485089462
NORDIC COUNTRIES,63412.8,0.0028000000000000004,63235.739928201045
FRANCE,19708.072,0.0017000000000000001,19674.625137266645
ITALY,3929.599,0.0044,3912.3845081640784
SPAIN,13967.978,0.0026,13931.755435866746
EUROPE,22858.19,0.0067,22706.059402006555
WORLD,27349.441,0.0063,27178.218225181357
EM (EMERGING MARKETS),1034.559,0.0044,1030.02688172043
WORLD SMALL CAP,1051.599,0.0004,1051.1785285885646
WORLD ENHANCED VALUE,3686.983,0.013999999999999999,3636.077909270217
WORLD MOMENTUM,7694.627,0.013500000000000002,7592.133201776023
WORLD SECTOR NEUTRAL QUALITY,4266.066,0.005,4244.841791044776
WORLD MINIMUM VOLATILITY (GBP),6299.187,0.0017000000000000001,6288.496555855046
